"the_geom","Group_Id","WorksiteNa","Address","Latitude","Longitude","City","Origin_Des","EmployerID","WorksiteID"
"POINT (-122.15975749999996 47.57064950000006)","4,034","Microsoft - City Center","13516 SE 42nd Pl, Bellevue, WA 98006, USA","47.5706495","-122.1597575","Bellevue","Origin","1024","4246"
"POINT (-122.03332419999998 47.624885300000074)","4,049","F5 Networks - Tower","1719 229th Ave NE, Sammamish, WA 98074, USA","47.6248853","-122.0333242","Sammamish","Origin","10687","5415"
"POINT (-122.18118649999997 47.80784810000006)","4,055","Amazon - Kumo","3824 209th Pl SE, Bothell, WA 98021, USA","47.8078481","-122.1811865","Bothell","Origin","9840","4946"
"POINT (-122.08869409999994 47.65802800000006)","4,079","Amazon - Ivy","18666 Redmond Way, Redmond, WA 98052, USA","47.658028","-122.0886941","Redmond","Origin","9840","5314"
"POINT (-122.10114709999999 47.69793450000003)","4,108","Microsoft - Bldg 83","17815 NE 109th Ct, Redmond, WA 98052, USA","47.6979345","-122.1011471","Redmond","Origin","1024","5025"
"POINT (-122.06229789999998 47.52827600000006)","4,113","Microsoft - City Center","8202 Renton Issaquah Rd SE, Issaquah, WA 98027, USA","47.528276","-122.0622979","Issaquah","Origin","1024","4246"
"POINT (-122.10389899999996 47.69204040000005)","4,114","Microsoft - Bldg 30","10220 177th Ave NE, Redmond, WA 98052, USA","47.6920404","-122.103899","Redmond","Origin","1024","4285"
"POINT (-122.14276439999998 47.543679600000075)","5,440","Amazon - Fiona","14834 SE 66th St, Bellevue, WA 98006, USA","47.5436796","-122.1427644","Bellevue","Origin","9840","5101"
"POINT (-122.36889779999996 47.547491000000036)","4,156","University of Washington - 814 Northlake","6032 SW Graham St, Seattle, WA 98126, USA","47.547491","-122.3688978","Seattle","Origin","7001","3625"
"POINT (-122.04326539999994 47.613064000000065)","4,160","Microsoft - Bldg 40","320 222nd Ave NE, Sammamish, WA 98074, USA","47.613064","-122.0432654","Sammamish","Origin","1024","3819"
"POINT (-122.17519399999998 47.74162290000004)","4,163","Costco - 999 Lake Dr","124th Ave NE & NE 157th St, Woodinville, WA 98011, USA","47.7416229","-122.175194","Woodinville","Origin","4424","1100"
"POINT (-122.22318669999999 47.75824090000003)","4,186","Microsoft - Bldg 34","8809 NE 180th St, Bothell, WA 98011, USA","47.7582409","-122.2231867","Bothell","Origin","1024","4265"
"POINT (-122.37719729999998 47.29390710000007)","4,206","Seattle Housing Authority - Queen Anne","34317 35th Ave SW, Federal Way, WA 98023, USA","47.2939071","-122.3771973","Federal Way","Origin","5551","4419"
"POINT (-122.00978929999997 47.328066800000045)","4,221","Liberty Mutual","25013 Summit Dr, Black Diamond, WA 98010, USA","47.3280668","-122.0097893","Black Diamond","Origin","11241","4515"
"POINT (-122.08246249999996 47.66143880000004)","4,230","Amazon - Wainwright","Sportsman Park, Redmond, WA 98053, USA","47.6614388","-122.0824625","Redmond","Origin","9840","5161"
"POINT (-122.05769679999997 47.59228940000003)","4,233","Amazon - Amelia","1994 211th Ave SE, Sammamish, WA 98075, USA","47.5922894","-122.0576968","Sammamish","Origin","9840","5171"
"POINT (-122.01412899999997 47.60299800000007)","4,237","Expedia - Group Way","489 243rd Pl SE, Sammamish, WA 98074, USA","47.602998","-122.014129","Sammamish","Origin","10391","5503"
"POINT (-122.17212769999998 47.78020460000005)","4,245","Microsoft - Bravern","4505 240th St SE, Bothell, WA 98021, USA","47.7802046","-122.1721277","Bothell","Origin","1024","4242"
"POINT (-122.32418879999994 47.77057690000004)","4,260","Seattle Children's Hospital- Main Campus","504 NE 195th St, Shoreline, WA 98155, USA","47.7705769","-122.3241888","Shoreline","Origin","6133","315"
"POINT (-122.13227399999994 47.69553510000003)","4,292","Amazon - Snowflake","10839-10899 Woodinville-Redmond Rd NE, Redmond, WA 98052, USA","47.6955351","-122.132274","Redmond","Origin","9840","5795"
"POINT (-122.12895839999999 47.64742050000007)","4,303","Amazon - re:Invent","15606 NE 40th St BLDG S, Redmond, WA 98052, USA","47.6474205","-122.1289584","Redmond","Origin","9840","5486"
"POINT (-122.03467199999994 47.618826100000035)","4,311","Microsoft - Bldg 92","900 228th Avenue Northeast #2c, Sammamish, WA 98074, USA","47.6188261","-122.034672","Sammamish","Origin","1024","4334"
"POINT (-122.20179369999994 47.76399680000003)","4,318","Seattle City Light - North Service Ctr","10348 NE 187th St, Bothell, WA 98011, USA","47.7639968","-122.2017937","Bothell","Origin","5171","323"
"POINT (-122.0562703 47.62515190000005)","4,324","Amazon - Fiona","East Sammamish Park, 21300 NE 16th St, Sammamish, WA 98074, USA","47.6251519","-122.0562703","Sammamish","Origin","9840","5101"
"POINT (-122.11842999999999 47.70796810000007)","4,327","Microsoft - Bldg 83","16668 NE 121st St, Redmond, WA 98052, USA","47.7079681","-122.11843","Redmond","Origin","1024","5025"
"POINT (-122.29370709999995 47.477777100000026)","4,335","Swedish - First Hill","2947 S 140th St, SeaTac, WA 98168, USA","47.4777771","-122.2937071","SeaTac","Origin","6030","934"
"POINT (-122.03202839999994 47.59566240000004)","4,357","Microsoft - Studio E","1505 231st Ave SE, Sammamish, WA 98075, USA","47.5956624","-122.0320284","Sammamish","Origin","1024","5189"
"POINT (-122.39068869999994 47.550174500000026)","4,358","Amazon - Atlas","4515 SW Juneau St, Seattle, WA 98136, USA","47.5501745","-122.3906887","Seattle","Origin","9840","5330"
"POINT (-121.96902449999999 47.632384400000035)","4,377","F5 Networks - Tower","27630 NE Quail Creek Dr, Redmond, WA 98053, USA","47.6323844","-121.9690245","Redmond","Origin","10687","5415"
"POINT (-122.17856499999999 47.834868200000074)","4,386","Amazon - South Lake Union","180 Sunset Rd, Bothell, WA 98012, USA","47.8348682","-122.178565","Bothell","Origin","9840","4355"
"POINT (-122.0143483 47.60899950000004)","4,393","Amazon - Blackfoot","24336 E Main Dr, Sammamish, WA 98074, USA","47.6089995","-122.0143483","Sammamish","Origin","9840","4396"
"POINT (-122.13078319999994 47.67211530000003)","4,397","Amazon - Day 1","7435 159th Pl NE, Redmond, WA 98052, USA","47.6721153","-122.1307832","Redmond","Origin","9840","5158"
"POINT (-122.18100379999998 47.83962500000007)","4,400","Amazon - Lowflyinghawk","17217 35th Ave SE, Bothell, WA 98012, USA","47.839625","-122.1810038","Bothell","Origin","9840","5310"
"POINT (-122.18615869999996 47.83389330000006)","4,403","Amazon - Wainwright","18103 34th Dr SE, Bothell, WA 98012, USA","47.8338933","-122.1861587","Bothell","Origin","9840","5161"
"POINT (-122.24374149999994 47.727883500000075)","4,406","Amazon - Brazil","14050 Juanita Dr NE, Kirkland, WA 98034, USA","47.7278835","-122.2437415","Kirkland","Origin","9840","5133"
"POINT (-122.09786069999996 47.70400850000004)","4,435","Starbucks Coffee - Corp HQ","18122 NE 116th St, Redmond, WA 98052, USA","47.7040085","-122.0978607","Redmond","Origin","4322","920"
"POINT (-122.20588899999996 47.76185920000006)","4,465","Seattle Pacific University - 3rd Ave W","10036 NE 185th St, Bothell, WA 98011, USA","47.7618592","-122.205889","Bothell","Origin","7043","4231"
"POINT (-122.03058629999998 47.62585930000006)","4,467","Amazon - Bingo","1807 231st Ave NE, Sammamish, WA 98074, USA","47.6258593","-122.0305863","Sammamish","Origin","9840","5647"
"POINT (-122.17524269999996 47.59917340000004)","4,474","Amazon - Day 1","12320 SE 14th St, Bellevue, WA 98005, USA","47.5991734","-122.1752427","Bellevue","Origin","9840","5158"
"POINT (-122.10133769999999 47.72547120000007)","4,500","Microsoft - City Center Plaza","13915 180 Ave NE, Redmond, WA 98052, USA","47.7254712","-122.1013377","Redmond","Origin","1024","5269"
"POINT (-122.18823549999996 47.83435960000003)","4,502","Microsoft - Bldg 50","18008 33rd Dr SE, Bothell, WA 98012, USA","47.8343596","-122.1882355","Bothell","Origin","1024","3580"
"POINT (-122.25236499999994 47.881008300000076)","4,503","Technical Glass Products","1400 129th Street Southwest, Everett, WA 98204, USA","47.8810083","-122.252365","Everett","Origin","11001","4133"
"POINT (-122.10939789999998 47.61319590000005)","4,509","Amazon - Rufus","268 174th Pl NE, Bellevue, WA 98008, USA","47.6131959","-122.1093979","Bellevue","Origin","9840","5167"
"POINT (-121.98141849999996 47.59552380000008)","4,518","Amazon - Cricket","1434 268th Way SE, Sammamish, WA 98075, USA","47.5955238","-121.9814185","Sammamish","Origin","9840","4501"
"POINT (-122.19908569999996 47.152703200000076)","4,529","Boeing Renton Plant","11405 173rd Ave Ct E, Bonney Lake, WA 98391, USA","47.1527032","-122.1990857","Bonney Lake","Origin","2013","83"
"POINT (-122.12796589999999 47.65738290000007)","4,530","Amazon - Nitro North","5501 159th Pl NE, Redmond, WA 98052, USA","47.6573829","-122.1279659","Redmond","Origin","9840","5601"
"POINT (-122.17050169999999 47.74580240000006)","4,551","Amazon - Blackfoot","16217 126th Ave NE, Woodinville, WA 98072, USA","47.7458024","-122.1705017","Woodinville","Origin","9840","4396"
"POINT (-122.03359059999997 47.67528600000003)","4,558","Microsoft - Bldg 42","Ridgewood, 22911 NE 81st St, Redmond, WA 98053, USA","47.675286","-122.0335906","Redmond","Origin","1024","4421"
"POINT (-122.16492449999998 47.83389140000003)","4,566","Amazon - Oscar","18004 51st Ave SE, Bothell, WA 98012, USA","47.8338914","-122.1649245","Bothell","Origin","9840","5320"
"POINT (-122.12233569999995 47.69292240000004)","4,574","Microsoft - City Center","11846 163rd Place Northeast, Redmond, WA 98052, USA","47.6929224","-122.1223357","Redmond","Origin","1024","4246"
"POINT (-122.16739999999999 47.47111400000006)","4,579","Silicon Designs","1009 Shelton Ave SE, Renton, WA 98058, USA","47.471114","-122.1674","Renton","Origin","11571","4916"
"POINT (-122.06646839999996 47.647118900000066)","4,585","Amazon - Day 1","4127 204th Ave NE, Sammamish, WA 98074, USA","47.6471189","-122.0664684","Sammamish","Origin","9840","5158"
"POINT (-121.90910929999995 47.57233860000008)","4,586","90 North","32329 Redmond-Fall City Rd SE, Fall City, WA 98024, USA","47.5723386","-121.9091093","Fall City","Origin","1028","5491"
"POINT (-122.14166439999997 47.66730650000005)","4,594","Amazon - Fiona","6910 149th Avenue Northeast, Redmond, WA 98052, USA","47.6673065","-122.1416644","Redmond","Origin","9840","5101"
"POINT (-122.01939829999998 47.62244540000006)","4,595","Amazon - Amelia","1442 240th Ave NE, Sammamish, WA 98074, USA","47.6224454","-122.0193983","Sammamish","Origin","9840","5171"
"POINT (-122.14713239999998 47.54566140000003)","4,606","Amazon - Doppler","Westwood highland trail, 5786 Forest Dr SE, Bellevue, WA 98006, USA","47.5456614","-122.1471324","Bellevue","Origin","9840","5019"
"POINT (-122.18220469999994 47.801387900000066)","4,623","Microsoft - City Center Plaza","3503 216th Place Southeast, Bothell, WA 98021, USA","47.8013879","-122.1822047","Bothell","Origin","1024","5269"
"POINT (-121.99538399999994 47.575866000000076)","4,663","Microsoft - Studio B","25915 Southeast 37th Way, Issaquah, WA 98029, USA","47.575866","-121.995384","Issaquah","Origin","1024","5184"
"POINT (-122.13116569999994 47.65138990000003)","4,664","Amazon - Fiona","4850 156th Ave NE, Redmond, WA 98052, USA","47.6513899","-122.1311657","Redmond","Origin","9840","5101"
"POINT (-122.01446649999997 47.60468380000003)","4,670","Microsoft - Bldg 50","24360 SE 4th Ct, Sammamish, WA 98074, USA","47.6046838","-122.0144665","Sammamish","Origin","1024","3580"
"POINT (-122.29468949999995 47.562877600000036)","4,673","Swedish - First Hill","Martin L King Jr Way S & S Columbian Way, Seattle, WA 98108, USA","47.5628776","-122.2946895","Seattle","Origin","6030","934"
"POINT (-122.18259209999997 47.81423680000006)","4,675","Amazon - Bingo","3718 202nd Pl S E, Bothell, WA 98012, USA","47.8142368","-122.1825921","Bothell","Origin","9840","5647"
"POINT (-122.06437289999997 47.63032050000004)","4,690","Amazon - South Lake Union","205th Pl NE, Sammamish, WA 98074, USA","47.6303205","-122.0643729","Sammamish","Origin","9840","4355"
"POINT (-122.2079594 47.48845920000008)","4,714","Boeing Everett ESRC","Logan Ave N & N 4th St, Renton, WA 98057, USA","47.4884592","-122.2079594","Renton","Origin","2013","4968"
"POINT (-122.15772719999995 47.58752300000003)","4,718","Amazon - Blackfoot","2457 137th Ave SE, Bellevue, WA 98005, USA","47.587523","-122.1577272","Bellevue","Origin","9840","4396"
"POINT (-122.02473749999996 47.677700800000025)","4,719","Amazon - Triumph West","Parkside, 8508 236th Ave NE, Redmond, WA 98053, USA","47.6777008","-122.0247375","Redmond","Origin","9840","5326"
"POINT (-122.19889549999999 47.78431000000006)","4,721","Amazon - Jetstream","23510 26th Ave SE, Bothell, WA 98021, USA","47.78431","-122.1988955","Bothell","Origin","9840","5779"
"POINT (-122.14321989999996 47.638446800000054)","4,731","Amazon - Frontier","148th Ave NE & NE 32nd St, Bellevue, WA 98007, USA","47.6384468","-122.1432199","Bellevue","Origin","9840","5651"
"POINT (-122.04592859999997 47.62955130000006)","4,740","Amazon - South Lake Union","2101 220th Pl NE, Sammamish, WA 98074, USA","47.6295513","-122.0459286","Sammamish","Origin","9840","4355"
"POINT (-122.03038819999995 47.617332600000054)","4,747","Amazon.com - Houdini South","23124 NE 8th Pl, Sammamish, WA 98074, USA","47.6173326","-122.0303882","Sammamish","Origin","9840","5139"
"POINT (-122.03597659999997 47.58116740000003)","4,750","Amazon - Port 99","22798 SE 32nd St, Sammamish, WA 98075, USA","47.5811674","-122.0359766","Sammamish","Origin","9840","4459"
"POINT (-122.26944599999996 47.44343900000007)","4,768","Asian Counseling and Referral Service","17812 51st Ave S, SeaTac, WA 98188, USA","47.443439","-122.269446","SeaTac","Origin","11169","4414"
"POINT (-122.23322049999996 47.73317760000003)","4,775","Amazon.com - Arizona","8031 NE 145th St, Kirkland, WA 98034, USA","47.7331776","-122.2332205","Kirkland","Origin","9840","5145"
"POINT (-122.07992069999995 47.58539840000003)","4,789","Amazon - Invictus","19454 SE 27th Pl, Sammamish, WA 98075, USA","47.5853984","-122.0799207","Sammamish","Origin","9840","5165"
"POINT (-122.06559399999998 47.26468200000005)","4,796","City of Renton - Public Works","37517 208th Ave SE, Auburn, WA 98092, USA","47.264682","-122.065594","Auburn","Origin","5035","3730"
"POINT (-122.12369149999995 47.67620380000005)","4,812","Amazon - Everest","8178 161st Avenue Northeast, Redmond, WA 98052, USA","47.6762038","-122.1236915","Redmond","Origin","9840","5260"
"POINT (-122.18726579999998 47.85081640000004)","4,814","Amazon - Day 1","16202 35th Park SE, Bothell, WA 98012, USA","47.8508164","-122.1872658","Bothell","Origin","9840","5158"
"POINT (-122.01421099999999 47.577121000000034)","4,815","Amazon - South Lake Union","24411 SE 34th Pl, Issaquah, WA 98029, USA","47.577121","-122.014211","Issaquah","Origin","9840","4355"
"POINT (-122.11689929999994 47.714913600000045)","4,819","Amazon - Doppler","16702 NE 128th St, Redmond, WA 98052, USA","47.7149136","-122.1168993","Redmond","Origin","9840","5019"
"POINT (-122.20888019999995 47.77345370000006)","4,822","Microsoft - Red West","9818 NE 200th St, Bothell, WA 98011, USA","47.7734537","-122.2088802","Bothell","Origin","1024","2211"
"POINT (-122.03983749999998 47.595849600000065)","4,830","Amazon - Charisma","1515 225th Pl SE, Sammamish, WA 98075, USA","47.5958496","-122.0398375","Sammamish","Origin","9840","5346"
"POINT (-121.97999299999998 47.59698190000006)","4,896","Microsoft - Bldg 6","1309 270th Ln SE, Sammamish, WA 98075, USA","47.5969819","-121.979993","Sammamish","Origin","1024","4827"
"POINT (-122.35804569999999 47.55414840000003)","4,898","Philips Medical Systems - Bothell","5254 19th Ave SW, Seattle, WA 98106, USA","47.5541484","-122.3580457","Seattle","Origin","3016","105"
"POINT (-122.20125969999998 47.63932670000003)","4,904","Microsoft - Bldg 22","10415 NE 32nd Pl, Bellevue, WA 98004, USA","47.6393267","-122.2012597","Bellevue","Origin","1024","4387"
"POINT (-122.28612799999996 47.36391000000003)","4,906","Virginia Mason Hospital - Seattle Medical Center","3608 Strattford Court, Kent, WA 98032, USA","47.36391","-122.286128","Kent","Origin","6040","4996"
"POINT (-122.18518599999999 47.84429270000004)","4,907","TATA Consultancy - Oakhurst Center","16900 35th Dr SE, Bothell, WA 98012, USA","47.8442927","-122.185186","Bothell","Origin","11678","5731"
"POINT (-122.12294829999996 47.60738250000003)","4,910","TATA Consultancy  - Microsoft","16211 SE 2nd St, Bellevue, WA 98008, USA","47.6073825","-122.1229483","Bellevue","Origin","11678","5080"
"POINT (-122.63772579999994 47.52953930000007)","4,913","Seattle Housing Authority-MLK","Sidney at Radey St., Port Orchard, WA 98366, USA","47.5295393","-122.6377258","Port Orchard","Origin","5551","4449"
"POINT (-122.09202049999999 47.661809600000026)","4,914","Infosys - Microsoft Building 50","18500-18698 NE 62nd Ct, Redmond, WA 98052, USA","47.6618096","-122.0920205","Redmond","Origin","10707","5594"
"POINT (-122.19211499999994 47.75240700000006)","4,931","Microsoft - Millennium F","17134 111th Ave NE, Bothell, WA 98011, USA","47.752407","-122.192115","Bothell","Origin","1024","5479"
"POINT (-122.20749509999996 47.73494110000007)","4,936","Microsoft - Bldg 22","10005 NE 147th St, Bothell, WA 98011, USA","47.7349411","-122.2074951","Bothell","Origin","1024","4387"
